	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	Comm1001	
	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	CHG Mass Charger	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 1	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	BAT Li-ion 2	
	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Alarm	Alarm	Alarm	Alarm	History	History	History	History	History	History	History	History	History	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Events	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	History	History	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Events	Events	Events	Events	Events	Events	Events	Events	Events	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Monitoring	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	Alarm	History	History	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Configuration	Events	Events	Events	Events	Events	Events	Events	Events	Events	
	General	General	General	General	General	Output	Output	Output	Output	Alarm	Alarm	Alarm	Alarm	History	History	History	History	History	History	History	History	History	Device	Device	Device	Device	Device	Presets	Presets	Presets	Presets	General	General	General	Relay	Relay	Relay	Relay	Relay	Bulk	Bulk	Bulk	Bulk	Bulk	Bulk	Absorption	Absorption	Absorption	Absorption	Float	Processor 1	Processor 1	Processor 1	Events	General	General	General	General	General	General	Installer menu	Installer menu	Installer menu	Installer menu	Installer menu	Installer menu	Installer menu	DiskStatus	DiskStatus	Debug	Debug	Cell 1	Cell 1	Cell 1	Cell 2	Cell 2	Cell 2	Cell 3	Cell 3	Cell 3	Cell 4	Cell 4	Cell 5	Cell 5	Cell 5	Cell 6	Cell 6	Cell 7	Cell 7	Cell 7	Cell 8	Cell 8	General	General	General	Installer menu	Installer menu	Installer menu	Installer menu	Distributor	Cell	Cell	Cell	Cell	Cell	Cell	Cell	Cell	Battery	Battery	Battery	Battery	Battery	Battery	Battery	Battery	Misc.	Misc.	Misc.	Misc.	Misc.	Misc.	Misc.	Misc.	General	General	Device	Device	Set time	Set time	Set time	Set time	Set time	Set time	Events	Events	Events	Events	Events	Events	Events	Events	Events	General	General	General	General	General	General	Installer menu	Installer menu	Installer menu	Installer menu	Installer menu	Installer menu	Installer menu	DiskStatus	DiskStatus	Debug	Debug	Cell 1	Cell 1	Cell 1	Cell 2	Cell 2	Cell 2	Cell 3	Cell 3	Cell 3	Cell 4	Cell 4	Cell 5	Cell 5	Cell 5	Cell 6	Cell 6	Cell 7	Cell 7	Cell 7	Cell 8	Cell 8	General	General	General	Installer menu	Installer menu	Installer menu	Installer menu	Distributor	Cell	Cell	Cell	Cell	Cell	Cell	Cell	Cell	Battery	Battery	Battery	Battery	Battery	Battery	Battery	Battery	Misc.	Misc.	Misc.	Misc.	Misc.	Misc.	Misc.	Misc.	General	General	Device	Device	Set time	Set time	Set time	Set time	Set time	Set time	Events	Events	Events	Events	Events	Events	Events	Events	Events	
DateTime	Device state	On/Stand-by	Max. current	State	Charger temp	Battery name	Battery voltage	Battery current	Bat. temperature	Temperature high	TC Error	Short circuit	DC Error	Cycles completed	Cycles aborted	Ah charged	Total run time	Temp. Shutdown	Low DC Shutdown	High DC Shutdown	Lowest DC	Highest DC	Language	Name	Device	Battery name	Factory settings	Diode compensate	Forced float	Continuous mode	Battery	Max. current	Temp. compensate	Output reduction	DC Alrm high on	DC Alrm high off	DC Alrm low off	DC Alrm low on	DC Alrm delay	Bulk voltage	Max bulk time	Min bulk time	Start bulk time	Bulk ret. volt.	Bulk return time	Abs. voltage	Max absorp. time	Min absorp. time	Return amps	Float voltage	Version	Revision	Bootloader ver.	Event 1 source	Battery	Battery	Battery	Compensation	Date	Time	Common rail	12V Aux	MB Power	Compensation	Automatic	Measure interval	Compensation	DiskStatus	Disksize	Force compensate	Storage mode	Voltage	Compensation	Temperature	Voltage	Compensation	Temperature	Voltage	Compensation	Temperature	Voltage	Compensation	Voltage	Compensation	Temperature	Voltage	Compensation	Voltage	Compensation	Temperature	Voltage	Compensation	Battery safety	Overtemperature	Overcurrent	Reduce charge	Reduce discharge	Stop charge	Stop discharge	Reset bat safety	Cell critic low	Cell too low	Cell very low	Cell low	Cell high	Cell very high	Cell too high	Cell critic high	Batt critic low	Batt too low	Batt very low	Batt low	Batt high	Batt very high	Batt too high	Batt critic high	Batt MBsup. low	I Bat too high	Cell hot	Cell too hot	PCB hot	Balance fail	Charging	Discharging	Run time	Conversion time	Language	Name	Minutes	Hour	Day	Month	Year	MB Power	Event 1 source	Event 1 target	Event 1 command	Event 1 data	Event 2 source	Event 2 target	Event 2 command	Event 2 data	Event 3 source	Battery	Battery	Battery	Compensation	Date	Time	Common rail	12V Aux	MB Power	Compensation	Automatic	Measure interval	Compensation	DiskStatus	Disksize	Force compensate	Storage mode	Voltage	Compensation	Temperature	Voltage	Compensation	Temperature	Voltage	Compensation	Temperature	Voltage	Compensation	Voltage	Compensation	Temperature	Voltage	Compensation	Voltage	Compensation	Temperature	Voltage	Compensation	Battery safety	Overtemperature	Overcurrent	Reduce charge	Reduce discharge	Stop charge	Stop discharge	Reset bat safety	Cell critic low	Cell too low	Cell very low	Cell low	Cell high	Cell very high	Cell too high	Cell critic high	Batt critic low	Batt too low	Batt very low	Batt low	Batt high	Batt very high	Batt too high	Batt critic high	Batt MBsup. low	I Bat too high	Cell hot	Cell too hot	PCB hot	Balance fail	Charging	Discharging	Run time	Conversion time	Language	Name	Minutes	Hour	Day	Month	Year	MB Power	Event 1 source	Event 1 target	Event 1 command	Event 1 data	Event 2 source	Event 2 target	Event 2 command	Event 2 data	Event 3 source	
2026-03-31 09:35:00	Charging	ON	100	Float	37	Emergency Bat	26.85	8.0	---	0	0	0	0	239	1	18971.3	6797982	0	0	0	14.87	29.35	English	Mass Charger	MASS 24/100/3ph	Emergency Bat	OFF	0	0	0	Lithium-ion	100.0	0.000	0	32.00	31.00	22.00	20.00	30	28.50	480	2	26.50	26.50	240	28.50	240	15	6.0	27.00	7.9.0	AA0709	---	Disabled	26.91	0.0	25	Storage mode	31-03-2026	09:34:21	26.92	0	1	0	0	5.0	-0.07	DIR FULL	1902272	0	OFF	3.37	-0.02	25	3.37	-0.01	25	3.37	0.00	24	3.37	0.00	3.37	0.00	24	3.36	-0.02	3.35	0.00	24	3.35	-0.02	0	0	0	0	0	0	0	OFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5072d:18hr	74d:18hr	English	Li-ion 1	34	9	31	March	2026	On	Battery safety	INT DC Relay	Activate	On	Stop charge	CHG Mass Charger	Float	Copy	Disabled	26.83	0.0	24	Storage mode	31-03-2026	09:35:14	26.88	1	1	0	0	5.0	-0.07	DIR FULL	1902272	0	OFF	3.34	-0.02	24	3.33	-0.01	25	3.32	0.00	24	3.38	-0.01	3.37	0.00	24	3.37	-0.02	3.36	0.01	24	3.36	-0.02	0	0	0	0	0	0	0	OFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5087d:19hr	15d:03hr	English	Li-ion 2	35	9	31	March	2026	On	Stop charge	CHG Mass Charger	Float	Copy	Battery safety	INT DC Relay	Activate	On	Disabled	
2026-03-31 09:40:00	Stand-By	OFF	100	Off	33	Emergency Bat	26.58	0.0	---	0	0	0	0	239	1	18971.3	6797983	0	0	0	14.87	29.35	English	Mass Charger	MASS 24/100/3ph	Emergency Bat	OFF	0	0	0	Lithium-ion	100.0	0.000	0	32.00	31.00	22.00	20.00	30	28.50	480	2	26.50	26.50	240	28.50	240	15	6.0	27.00	7.9.0	AA0709	---	Disabled	26.73	-4.8	25	Standby	31-03-2026	09:39:21	26.77	1	1	0	0	5.0	-0.07	DIR FULL	1902272	0	OFF	3.35	-0.02	25	3.34	-0.01	25	3.35	0.00	24	3.35	0.00	3.34	0.00	24	3.33	-0.02	3.34	0.00	24	3.33	-0.02	0	0	0	0	0	0	0	OFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5072d:18hr	74d:18hr	English	Li-ion 1	39	9	31	March	2026	On	Battery safety	INT DC Relay	Activate	On	Stop charge	CHG Mass Charger	Float	Copy	Disabled	26.67	-4.3	24	On	31-03-2026	09:40:14	26.70	1	1	1	1	5.0	-0.39	DIR FULL	1902272	0	OFF	3.34	0.00	24	3.33	0.21	27	3.33	0.77	24	3.33	-0.35	3.34	-0.35	24	3.33	-0.23	3.33	-0.23	24	3.34	-0.21	0	0	0	0	0	0	0	OFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5087d:19hr	15d:03hr	English	Li-ion 2	40	9	31	March	2026	On	Stop charge	CHG Mass Charger	Float	Copy	Battery safety	INT DC Relay	Activate	On	Disabled	
2026-03-31 09:45:00	Stand-By	OFF	100	Off	32	Emergency Bat	26.48	0.0	---	0	0	0	0	239	1	18971.3	6797983	0	0	0	14.87	29.35	English	Mass Charger	MASS 24/100/3ph	Emergency Bat	OFF	0	0	0	Lithium-ion	100.0	0.000	0	32.00	31.00	22.00	20.00	30	28.50	480	2	26.50	26.50	240	28.50	240	15	6.0	27.00	7.9.0	AA0709	---	Disabled	26.63	-4.9	25	Standby	31-03-2026	09:44:21	26.67	1	1	0	0	5.0	-0.07	DIR FULL	1902272	0	OFF	3.33	-0.02	25	3.32	-0.01	25	3.34	0.00	24	3.34	0.00	3.33	0.00	24	3.32	-0.02	3.33	0.00	24	3.32	-0.02	0	0	0	0	0	0	0	OFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5072d:18hr	74d:18hr	English	Li-ion 1	44	9	31	March	2026	On	Battery safety	INT DC Relay	Activate	On	Stop charge	CHG Mass Charger	Float	Copy	Disabled	26.56	-4.9	24	On	31-03-2026	09:45:14	26.61	1	1	1	1	5.0	-0.39	DIR FULL	1902272	0	OFF	3.32	-0.05	24	3.32	0.07	30	3.32	0.27	24	3.32	-0.19	3.32	-0.14	24	3.32	-0.07	3.32	-0.15	24	3.32	-0.12	0	0	0	0	0	0	0	OFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5087d:19hr	15d:03hr	English	Li-ion 2	45	9	31	March	2026	On	Stop charge	CHG Mass Charger	Float	Copy	Battery safety	INT DC Relay	Activate	On	Disabled	
2026-03-31 09:50:00	Stand-By	OFF	100	Off	31	Emergency Bat	26.41	0.0	---	0	0	0	0	239	1	18971.3	6797983	0	0	0	14.87	29.35	English	Mass Charger	MASS 24/100/3ph	Emergency Bat	OFF	0	0	0	Lithium-ion	100.0	0.000	0	32.00	31.00	22.00	20.00	30	28.50	480	2	26.50	26.50	240	28.50	240	15	6.0	27.00	7.9.0	AA0709	---	Disabled	26.55	-5.0	25	Standby	31-03-2026	09:49:21	26.59	1	1	0	0	5.0	-0.07	DIR FULL	1902272	0	OFF	3.32	-0.02	25	3.31	-0.01	25	3.33	0.00	24	3.33	0.00	3.32	0.00	24	3.31	-0.02	3.32	0.00	24	3.31	-0.02	0	0	0	0	0	0	0	OFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5072d:18hr	74d:18hr	English	Li-ion 1	49	9	31	March	2026	On	Battery safety	INT DC Relay	Activate	On	Stop charge	CHG Mass Charger	Float	Copy	Disabled	26.49	-5.0	24	Standby	31-03-2026	09:50:14	26.55	1	1	0	0	5.0	-0.07	DIR FULL	1902272	0	OFF	3.31	-0.02	24	3.31	-0.01	30	3.31	0.01	24	3.32	-0.01	3.31	0.00	24	3.31	-0.02	3.31	0.00	24	3.31	-0.02	0	0	0	0	0	0	0	OFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5087d:19hr	15d:03hr	English	Li-ion 2	50	9	31	March	2026	On	Stop charge	CHG Mass Charger	Float	Copy	Battery safety	INT DC Relay	Activate	On	Disabled	
2026-03-31 09:55:00	Stand-By	OFF	100	Off	30	Emergency Bat	26.37	0.0	---	0	0	0	0	239	1	18971.3	6797983	0	0	0	14.87	29.35	English	Mass Charger	MASS 24/100/3ph	Emergency Bat	OFF	0	0	0	Lithium-ion	100.0	0.000	0	32.00	31.00	22.00	20.00	30	28.50	480	2	26.50	26.50	240	28.50	240	15	6.0	27.00	7.9.0	AA0709	---	Disabled	26.53	-4.9	25	Standby	31-03-2026	09:54:21	26.55	1	1	0	0	5.0	-0.07	DIR FULL	1902272	0	OFF	3.32	-0.02	25	3.31	-0.01	25	3.32	0.00	24	3.33	0.00	3.32	0.00	24	3.31	-0.02	3.31	0.00	24	3.31	-0.02	0	0	0	0	0	0	0	OFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5072d:18hr	74d:18hr	English	Li-ion 1	54	9	31	March	2026	On	Battery safety	INT DC Relay	Activate	On	Stop charge	CHG Mass Charger	Float	Copy	Disabled	26.46	-5.0	24	Standby	31-03-2026	09:55:14	26.51	1	1	0	0	5.0	-0.07	DIR FULL	1902272	0	OFF	3.31	-0.02	24	3.30	-0.01	29	3.30	0.01	24	3.31	-0.01	3.31	0.00	24	3.31	-0.02	3.31	0.00	24	3.31	-0.02	0	0	0	0	0	0	0	OFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5087d:19hr	15d:03hr	English	Li-ion 2	55	9	31	March	2026	On	Stop charge	CHG Mass Charger	Float	Copy	Battery safety	INT DC Relay	Activate	On	Disabled	
2026-03-31 10:00:00	Stand-By	OFF	100	Off	30	Emergency Bat	26.35	0.0	---	0	0	0	0	239	1	18971.3	6797983	0	0	0	14.87	29.35	English	Mass Charger	MASS 24/100/3ph	Emergency Bat	OFF	0	0	0	Lithium-ion	100.0	0.000	0	32.00	31.00	22.00	20.00	30	28.50	480	2	26.50	26.50	240	28.50	240	15	6.0	27.00	7.9.0	AA0709	---	Disabled	26.50	-4.9	24	Standby	31-03-2026	09:59:21	26.54	1	1	0	0	5.0	-0.07	DIR FULL	1902272	0	OFF	3.31	-0.02	24	3.31	-0.01	25	3.32	0.00	24	3.32	0.00	3.31	0.00	24	3.31	-0.02	3.31	0.00	24	3.31	-0.02	0	0	0	0	0	0	0	OFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5072d:18hr	74d:18hr	English	Li-ion 1	59	9	31	March	2026	On	Battery safety	INT DC Relay	Activate	On	Stop charge	CHG Mass Charger	Float	Copy	Disabled	26.45	-5.0	24	Standby	31-03-2026	10:00:14	26.49	1	1	0	0	5.0	-0.07	DIR FULL	1902272	0	OFF	3.31	-0.02	24	3.30	-0.01	29	3.30	0.01	24	3.31	-0.01	3.31	0.00	24	3.30	-0.02	3.31	0.00	24	3.31	-0.02	0	0	0	0	0	0	0	OFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5087d:19hr	15d:03hr	English	Li-ion 2	0	10	31	March	2026	On	Stop charge	CHG Mass Charger	Float	Copy	Battery safety	INT DC Relay	Activate	On	Disabled	
